S_ID,STAR
1626,Maria Schrader
1627,Owen Wilson
1628,Shane West
1629,Ricardo Meneses
1630,Casper Van Dien
1631,Daniel Radcliffe
1632,Haley Joel Osment
1633,Gina Philips
1634,Steve Zahn
1635,Debi Derryberry
1636,Snoop Dogg
1637,Mercedes Morán
1638,Greg Stebner
1639,Eminem
1640,Rosario Flores
1641,Oksana Akinshina
1642,Megumi Okina
1643,Sonja Richter
1644,Mark Ruffalo
1645,Michael Pitt
1646,Paul Giamatti
1647,Jodi Carlisle
1648,Kam Heskin
1649,Sándor Csányi
1650,Jon Heder
1651,Kieran O'Brien
1652,Cyril Raffaelli
1653,Jena Malone
1654,Alex Etel
1655,Patrick Wilson
1656,Stephanie Leonidas
1657,Donnie Wahlberg
1658,Kristanna Loken
1659,Ted Levine
1660,Jessica Simpson
1661,Mads Mikkelsen
1662,Jerry Seinfeld
1663,Reiko Aylesworth
1664,Matthew Macfadyen
1665,Michael Vartan
1666,Keri Russell
1667,Khalid Abdalla
1668,Lucy Liu
1669,Shahid Kapoor
1670,Rebecca Hall
1671,Dev Patel
1672,Paul Sorvino
1673,Tina Fey
1674,Sally Hawkins
1675,Jimmy Bennett
1676,Ginnifer Goodwin
1677,Briana Evigan
1678,Tom Hollander
1679,John Krasinski
1680,Danny Trejo
1681,Keir Gilchrist
1682,Benicio Del Toro
1683,Jonah Hill
1684,Bill Nighy
1685,Patrick Fabian
1686,Joel Kinnaman
1687,Connor Paolo
1688,Kristin Scott Thomas
1689,Justin Timberlake
1690,Iko Uwais
1691,Nick Swardson
1692,Brit Marling
1693,Ranbir Kapoor
1694,Andrew Garfield
1695,Calvin Reeder
1696,Kathryn McCormick
1697,Paul Dano
1698,Will Rogers
1699,Veerle Baetens
1700,Riz Ahmed
1701,Emily Baldoni
1702,Nicholas Hoult
1703,Nick Robinson
1704,Michael B. Jordan
1705,Agata Kulesza
1706,Hugh Bonneville
1707,Kit Harington
1708,Shane Harper
1709,Taraji P. Henson
1710,Dakota Johnson
1711,Anya Taylor-Joy
1712,Ed Helms
1713,Amy Schumer
1714,Adrian Grenier
1715,Levi Miller
1716,Clémence Poésy
1717,Teresa Palmer
1718,Jack Huston
1719,Lewis MacDougall
1720,Shahab Hosseini
1721,Carlos Acosta
1722,Harshvardhan Rane
1723,Dominic Monaghan
1724,Scott Shepherd
1725,Jon Bernthal
1726,Brady Jandreau
1727,Numan Acar
1728,Harris Dickinson
1729,Alden Ehrenreich
1730,Hera Hilmar
1731,Viola Davis
1732,Angourie Rice
1733,José Luis Ferrer
1734,Daiki Yamashita
1735,Josephine Langford
1736,Roman Griffin Davis
1737,Linda Hamilton
1738,Patton Oswalt
1739,Beau Knapp
1740,Jake Choi
1741,Tiger Shroff
1742,Michael Roark
1743,Chris Galust
1744,Bonnie Langford
1745,Tony Ka Fai Leung
1746,Chad Michael Murray
1747,Tom Welling
1748,Marcos Hernández
1749,Zach Galifianakis
1750,Idris Elba
1751,Garrett Hedlund
1752,Ashley Greene
1753,Marin Ireland
1754,Léa Seydoux
1755,Tom McGrath
1756,Jason Clarke
1757,Bryan Cranston
1758,Rolf Lassgård
1759,Mike Epps
1760,Emma Watson
1761,Alison Brie
1762,Ayushmann Khurrana
1763,Alex Roe
1764,Lupita Nyong'o
1765,Michael Ealy
1766,Marc Maron
1767,David Thorpe
1768,Veronica Ngo
1769,Karina Fontes
1770,Robert De Niro
1771,Rory Calhoun
1772,Tim Conway
1773,Paul Newman
1774,Martin Mull
1775,Dudley Moore
1776,Elliott Gould
1777,Talia Shire
1778,Nell Schofield
1779,Robert Duvall
1780,Ali MacGraw
1781,Jürgen Prochnow
1782,Jamie Lee Curtis
1783,Everett McGill
1784,Faye Dunaway
1785,Keith Carradine
1786,Leonard Mann
1787,Henry Thomas
1788,Bertil Guve
1789,Bo Derek
1790,Dee Wallace
1791,Klinton Spilsbury
1792,Harry Hamlin
1793,Nastassja Kinski
1794,Matt Dillon
1795,John Cassavetes
1796,Lewis Collins
1797,Season Hubley
1798,Gerrit Graham
1799,Michael O'Keefe
1800,Mark Blankfield
1801,Raul Julia
1802,Bill Schoppert
1803,C. Thomas Howell
1804,Tom Cruise
1805,Rodney Dangerfield
1806,Peter Keleghan
1807,Cliff Gorman
1808,Linda Blair
1809,John Candy
1810,Linda Griffiths
1811,Richard Beymer
1812,Peter Horton
1813,Prince
1814,Lenny von Dohlen
1815,Lisa Hartman
1816,Richard Mulligan
1817,Tatsuya Nakadai
1818,Ethan Hawke
1819,Jeffrey Combs
1820,Doug McKeon
1821,Meredith Salenger
1822,Helen Shaver
1823,Shannon Presby
1824,Betsy Russell
1825,Louise Lasser
1826,Mark Pirro
1827,Ralph Macchio
1828,Tom Hanks
1829,Sumi Shimamoto
1830,Tawny Kitaen
1831,Debra Winger
1832,Anthony Edwards
1833,Mel Smith
1834,Raymond Burr
1835,Geraldine Page
1836,Chin Tsai
1837,Moreno D'E Bartolli
1838,Miranda Richardson
1839,Timothy Dalton
1840,Gabriel Byrne
1841,Vanessa Redgrave
1842,Mario Van Peebles
1843,Ed Harris
1844,Bruce Dern
1845,Louise Smith
1846,Corey Haim
1847,Orson Welles
1848,Michael Moriarty
1849,Michel Piccoli
1850,Richard Jordan
1851,Farrah Fawcett
1852,Jonathan Crombie
1853,Eric Stoltz
1854,Stephen Dorff
1855,Tom Hulce
1856,Christopher Lloyd
1857,John Neville
1858,Keenen Ivory Wayans
1859,Lance Henriksen
1860,Rebecca De Mornay
1861,Delphine Zentout
1862,Traci Lords
1863,Gena Rowlands
1864,Danny Aiello
1865,Dale Midkiff
1866,Nicole Kidman
1867,Christian Slater
1868,Cybill Shepherd
1869,Stephen Caffrey
1870,Edward Asner
1871,Lothaire Bluteau
1872,Hoyt Axton
1873,Jim Brown
1874,Judith Hoag
1875,Richard Linklater
1876,Richard Harris
1877,Charlie Sheen
1878,Bob Hoskins
1879,Todd Allen
1880,Melanie Griffith
1881,Noah Taylor
1882,Carmen Maura
1883,Bubba Smith
1884,Sammi Davis
1885,Lorraine Bracco
1886,Jenny Wright
1887,Andrew Dice Clay
1888,David Andrews
1889,Dana Carvey
1890,Robert Arkins
1891,Wesley Snipes
1892,Gabrielle Anwar
1893,Alan Rickman
1894,Brad Pitt
1895,Steven Waddington
1896,John Gielgud
1897,Joe Pesci
1898,Jeff Fahey
1899,Harley Jane Kozak
1900,Scott Weinger
1901,Sheryl Lee
1902,Hugh Grant
1903,Victor Wong
1904,Russell Crowe
1905,Faizon Love
1906,Miho Nikaido
1907,Steve Buscemi
1908,Pauly Shore
1909,John D. LeMay
1910,Shane McDermott
1911,Janet Jackson
1912,Ashley Judd
1913,Elijah Wood
1914,Melanie Lynskey
1915,Marisa Tomei
1916,Emmanuelle Béart
1917,Denis Leary
1918,Gunnar Hansen
1919,Brian Benben
1920,Vincent Cassel
1921,Sandra Bullock
1922,Billy Zane
1923,William Baldwin
1924,Chris O'Donnell
1925,Pruitt Taylor Vince
1926,Charlie Talbert
1927,Kadeem Hardison
1928,Matthew McConaughey
1929,Mark Wahlberg
1930,Jada Pinkett Smith
1931,Naveen Andrews
1932,Geoffrey Rush
1933,Christopher Eccleston
1934,Tom Arnold
1935,Martin Lawrence
1936,George Clooney
1937,Ian Holm
1938,Bill Bellamy
1939,Edward Norton
1940,Rufus Sewell
1941,Kirsten Dunst
1942,Ulrich Thomsen
1943,Jeremy Theobald
1944,Chris Kattan
1945,Norm MacDonald
1946,Magda Szubanski
1947,Alexandra Dahlström
1948,Oprah Winfrey
1949,Arata Iura
1950,Thandiwe Newton
1951,Tony Goldwyn
1952,Guy Pearce
1953,Joe Basile
1954,Noah Fleiss
1955,Breckin Meyer
1956,Joshua Jackson
1957,Jeffrey Donovan
1958,Bernard Giraudeau
1959,Ricardo Darín
1960,Lori Heuring
1961,Michelle Rodriguez
1962,Jim Cummings
1963,Tim Allen
1964,Leonardo DiCaprio
1965,Shawn Wayans
1966,Nicole de Boer
1967,Kevin Sorbo
1968,Chloë Sevigny
1969,Jessalyn Gilsig
1970,Caroline Ducey
1971,Om Puri
1972,Hank Azaria
1973,Sanaa Lathan
1974,Raffaëla Anderson
1975,Jennifer Morrison
1976,Lauren Ambrose
1977,Alexa PenaVega
1978,Tom Wilkinson
1979,Denise Richards
1980,Moritz Bleibtreu
1981,Miyoko Shôji
1982,Alan Cumming
1983,Vivica A. Fox
1984,Aaliyah
1985,Britney Spears
1986,Parry Shen
1987,Everlyn Sampi
1988,Morris Chestnut
1989,Evan Rachel Wood
1990,Tommy Wiseau
1991,Adam Brody
1992,Tôru Emori
1993,Tatyana Ali
1994,Stephen Campbell Moore
1995,Paul Rudd
1996,Joseph Fiennes
1997,Chieko Baishô
1998,Anne Hathaway
1999,Martin Henderson
2000,Konstantin Khabenskiy
2001,Max Riemelt
2002,Joan Chen
2003,Anthony Mackie
2004,Robert Stadlober
2005,Steve Carell
2006,Amber Tamblyn
2007,Nathan Phillips
2008,Gretchen Mol
2009,Bryce Dallas Howard
2010,Diane Kruger
2011,Jenny McCarthy
2012,Steven Strait
2013,Beyoncé
2014,Jaime Pressly
2015,Dax Shepard
2016,Alison Lohman
2017,Danny McBride
2018,Erin Kelly
2019,Charlie Cox
2020,Kal Penn
2021,John C. Reilly
2022,Steve Austin
2023,Glen Hansard
2024,Trevor Wright
2025,Kathy Baker
2026,Bill Milner
2027,Ben Burtt
2028,Sean Faris
2029,Lisa Ray
2030,Sian Breckin
2031,Rob Brown
2032,Vera Farmiga
2033,Anika Noni Rose
2034,Nathaniel Brown
2035,Garret Dillahunt
2036,Jamal Woolard
2037,Noomi Rapace
2038,Christian Friedel
2039,Miley Cyrus
2040,Jocelin Donahue
2041,Jonathan D. Mellor
2042,Jay Baruchel
2043,Mia Wasikowska
2044,Michael Fassbender
2045,Zachary Gordon
2046,Jennifer Lawrence
2047,Joey King
2048,Jenn Proske
2049,Chace Crawford
2050,Zachary Quinto
2051,Topher Grace
2052,James Buckley
2053,Aksel Hennie
2054,Kaya Scodelario
2055,Kelly Macdonald
2056,Danielle Panabaker
2057,Sean Hayes
2058,Jean-Louis Trintignant
2059,Quvenzhané Wallis
2060,John Magaro
2061,Bill Hader
2062,Mark Strong
2063,Hailee Steinfeld
2064,Lake Bell
2065,Ward Horton
2066,Imogen Poots
2067,Jon Hamm
2068,Kellan Lutz
2069,Ed Skrein
2070,Shin Ha-kyun
2071,Travis Fimmel
2072,Mahershala Ali
2073,Blake Jenner
2074,Joe Alwyn
2075,George MacKay
2076,Claire Foy
2077,Aisling Franciosi
2078,Caitlin Gerard
2079,Trevor Jackson
2080,Masako Nozawa
2081,Batsheva Dance Company
2082,Rosa Salazar
2083,Finn Little
2084,Mrunal Thakur
2085,Seo Jun Park
2086,Terry Serpico
2087,Sonam Kapoor
2088,David McConnell
2089,Elisabeth Moss
2090,Shea Whigham
2091,Guangtao Jiang
2092,Siyabonga Mabaso
2093,Coralie Revel
2094,Lee Pace
2095,Dan Castellaneta
2096,Ben Foster
2097,Vanessa Hudgens
2098,James Corden
2099,Jon Favreau
2100,Ellar Coltrane
2101,Florence Pugh
2102,Fionn Whitehead
2103,Storm Reid
2104,Sasha Luss
2105,Matthias Schoenaerts
2106,Yanting Lü
2107,Alexandra Bokova
2108,Scott Pryor
2109,Jack Nicholson
2110,John Belushi
2111,Burt Reynolds
2112,Goldie Hawn
2113,Edward Woodward
2114,Woody Allen
2115,Peter Sellers
2116,Michael Ontkean
2117,Bob Newhart
2118,Klaus Kinski
2119,Robert Redford
2120,Charlton Heston
2121,Anthony Quinn
2122,Charles Martin Smith
2123,Walter Matthau
2124,Michel Serrault
2125,Mel Gibson
2126,James Farentino
2127,Sean Penn
2128,Lawrence Monoson
2129,Elizabeth Hartman
2130,Scott Baio
2131,Suzanna Love
2132,Marcello Mastroianni
2133,Chuck Barris
2134,Frederic Forrest
2135,George Hamilton
2136,Lesley-Anne Down
2137,JoBeth Williams
2138,Morgan Fairchild
2139,Gérard Depardieu
2140,Ryan O'Neal
2141,Elizabeth Edmonds
2142,Matthew Broderick
2143,Peter Billingsley
2144,Catherine Deneuve
2145,Michael Keaton
2146,Rick Hill
2147,David Bowie
2148,Shô Kosugi
2149,Kathleen Quinlan
2150,Max Gail
2151,Michael Douglas
2152,David Keith
2153,Steve Sandor
2154,Dennis Hopper
2155,Michael Paré
2156,John Heard
2157,Robert Ginty
2158,Geneviève Bujold
2159,Cynthia Dale
2160,Brooke Adams
2161,Michael J. Fox
2162,Eileen Brennan
2163,Grant Bardsley
2164,James Spader
2165,Mikhail Baryshnikov
2166,Peter Weller
2167,Steve Railsback
2168,Steven Bauer
2169,Louis Ducreux
2170,Howard E. Rollins Jr.
2171,Sheila E.
2172,Richard Farnsworth
2173,Susan Sarandon
2174,Klaus Maria Brandauer
2175,Michael Rooker
2176,Kate Capshaw
2177,Ted Danson
2178,Pamela Adlon
2179,Maxine Miller
2180,Dennis Christopher
2181,Jason Patric
2182,Andrew McCarthy
2183,George Kennedy
2184,Jason Bateman
2185,John Allen Nelson
2186,Brad Davis
2187,Eddie Deezen
2188,Alec Baldwin
2189,Mitsuo Iwata
2190,Sonny Bono
2191,Jeremy Irons
2192,Christine Ebersole
2193,Heather O'Rourke
2194,Laurence Fishburne
2195,Charlie Schlatter
2196,Richard Hatch
2197,Natasha Richardson
2198,Alan Boyce
2199,Hart Bochner
2200,Ron Silver
2201,John Larroquette
2202,Johnny Depp
2203,Scott Valentine
2204,Daniel Jordano
2205,Bruno Ganz
2206,Andy Lau
2207,Robert Downey Jr.
2208,Charlotte Burke
2209,Cliff De Young
2210,Adrienne Shelly
2211,Peter Falk
2212,Clark Brandon
2213,J. Eddie Peck
2214,Kristy Swanson
2215,Jill Schoelen
2216,Laura Dern
2217,Roberto Benigni
2218,Mike Myers
2219,Timothy Balme
2220,Terry Farrell
2221,Glenn Plummer
2222,Sean Young
2223,Maarten Smit
2224,Ray Liotta
2225,Penelope Ann Miller
2226,Jet Li
2227,David Thewlis
2228,Thomas Ian Nicholas
2229,Max von Sydow
2230,Otto Sander
2231,Travis Tedford
2232,Brigitte Lin
2233,Jonathan Jackson
2234,Patrick Stewart
2235,Bruce Greenwood
2236,Luke Perry
2237,Brad Dourif
2238,Sean Bean
2239,Linus Roache
2240,Leo Fitzpatrick
2241,Chris Farley
2242,Ian Hart
2243,Willeke van Ammelrooy
2244,Timothy Spall
2245,Teri Hatcher
2246,Tim Curry
2247,Hedy Burress
2248,Vincent D'Onofrio
2249,Vivian Wu
2250,Pam Grier
2251,Djimon Hounsou
2252,Halle Berry
2253,Sam Rockwell
2254,Thomas Jane
2255,Marlon Wayans
2256,Aaron Eckhart
2257,Ming-Na Wen
2258,Cate Blanchett
2259,Bajram Severdzan
2260,Kate Winslet
2261,Brendan Gleeson
2262,Freddie Prinze Jr.
2263,Sarah Polley
2264,Devon Sawa
2265,Tommy Flanagan
2266,Wendy Crewson
2267,Denis Lavant
2268,James Levine
2269,French Stewart
2270,Ewen Bremner
2271,Alessandro Nivola
2272,Ashton Kutcher
2273,Björk
2274,Timothy Olyphant
2275,Frankie Muniz
2276,Kamal Haasan
2277,Licia Maglietta
2278,Lara Jill Miller
2279,Will Smith
2280,Alan Arkin
2281,Winston Chao
2282,Rip Torn
2283,Vince Vaughn
2284,Rowan Atkinson
2285,Masato Hagiwara
2286,Charles Berling
2287,Shôtarô Morikubo
2288,Jerry Springer
2289,Charlotte Ayanna
2290,Javier Bardem
2291,Joan Allen
2292,Minnie Driver
2293,Michael J. Pollard
2294,Vin Diesel
2295,Brad Renfro
2296,Method Man
2297,Tom Green
2298,Tadanobu Asano
2299,Dougray Scott
2300,Jennifer Baxter
2301,Dr. Dre
2302,Catherine Keener
2303,Nia Vardalos
2304,Julianna Margulies
2305,Salma Hayek
2306,Jordan Ladd
2307,DJ Qualls
2308,Eddie Griffin
2309,Keisha Castle-Hughes
2310,Eileen Walsh
2311,Barry Watson
2312,Martin Compston
2313,James Franco
2314,Eliza Dushku
2315,Will Ferrell
2316,Brittany Murphy
2317,Guillaume Canet
2318,Nikolaj Lie Kaas
2319,Wes Ramsey
2320,Liam Aiken
2321,Craig T. Nelson
2322,Zach Braff
2323,Rory Culkin
2324,Sara Foster
2325,Seung-Yun Lee
2326,Mary-Kate Olsen
2327,Kay Kay Menon
2328,Ray Romano
2329,James Gandolfini
2330,Josh Lucas
2331,James McAvoy
2332,Ben Whishaw
2333,Sean Biggerstaff
2334,Ed Speleers
2335,Frédéric van den Driessche
2336,Kevin James
2337,Freddie Highmore
2338,Alyson Hannigan
2339,Alex Pettyfer
2340,Daniel London
2341,Seth Rogen
2342,Andy Samberg
2343,Marion Cotillard
2344,Daniella Alonso
2345,Skyler Shaye
2346,David Koechner
2347,Chiara Mastroianni
2348,Anton Yelchin
2349,Loren Taylor
2350,Summer Bishil
2351,Karl Markovics
2352,Chuck Cooper
2353,Scott Speedman
2354,Asa Butterfield
2355,Scott Patterson
2356,Brittany Snow
2357,Sean Maguire
2358,Jennifer Carpenter
2359,Ari Folman
2360,Josh Peck
2361,Jackie Earle Haley
2362,Dieter Laser
2363,Max Records
2364,Michael Stuhlbarg
2365,Josh Stewart
2366,Hayden Panettiere
2367,Ryûnosuke Kamiki
2368,Gemma Arterton
2369,Eva Green
2370,Sharni Vinson
2371,Juno Temple
2372,Tom Cullen
2373,Rhys Wakefield
2374,Michael Parks
2375,Anna Kendrick
2376,Saskia Rosendahl
2377,Jenna Fischer
2378,Josh Radnor
2379,Florian Lukas
2380,Saif Ali Khan
2381,Victoria Justice
2382,Lorenza Izzo
2383,Simon Rex
2384,Gugu Mbatha-Raw
2385,Brie Larson
2386,Dan Stevens
2387,Tyler James Williams
2388,Blake Lively
2389,Nat Wolff
2390,James Ransone
2391,Marta Mazurek
2392,Reese Mishler
2393,Rob Corddry
2394,Gong Yoo
2395,Suki Waterhouse
2396,Ruth Ramos
2397,Natalie Dormer
2398,Daniel Kaluuya
2399,Brooklynn Prince
2400,Aaron Moorhead
2401,Amandla Stenberg
2402,Sverrir Gudnason
2403,Josh Gad
2404,Max Hubacher
2405,Demi Lovato
2406,Simone Baker
2407,Boyd Holbrook
2408,Leslie Mann
2409,Mahiro Takasugi
2410,KiKi Layne
2411,Alek Skarlatos
2412,Tom Schilling
2413,Wendi McLendon-Covey
2414,Himesh Patel
2415,Haley Lu Richardson
2416,Jimmie Fails
2417,Linda Cardellini
2418,Rebel Wilson
2419,Louis Ashbourne Serkis
2420,Peta Murgatroyd
2421,Akshay Kumar
2422,JC Santos
2423,Michael Saquella
2424,Zhi-zhong Huang
2425,Dan Belcher
2426,A.J. Cook
2427,Dane Cook
2428,Darsheel Safary
2429,Paris Hilton
2430,JeeJa Yanin
2431,Martina Gedeck
2432,David Hyde Pierce
2433,David Oyelowo
2434,Christina Hendricks
2435,Arielle Holmes
2436,Adam Scott
2437,Ansel Elgort
2438,LaKeith Stanfield
2439,David Tennant
2440,Sushant Singh Rajput
2441,Walton Goggins
2442,N!xau
2443,Eddie Barth
2444,Al Pacino
2445,William Hurt
2446,Chris Makepeace
2447,Cheech Marin
2448,Dom DeLuise
2449,Marty Feldman
2450,Mickey Rooney
2451,Peter Ustinov
2452,Gene Wilder
2453,Don Adams
2454,Scott Beach
2455,Frank Langella
2456,Isabelle Adjani
2457,Alan Alda
2458,Jennifer O'Neill
2459,Ben Cross
2460,Maren Jensen
2461,Lauren Tewes
2462,Lily Tomlin
2463,Jack Lemmon
2464,Pepper Martin
2465,Aileen Quinn
2466,Steve Guttenberg
2467,Gilda Radner
2468,Katharine Hepburn
2469,Paul Kelman
2470,Tony Anthony
2471,Arnold Schwarzenegger
2472,Nick Nolte
2473,Willie Aames
2474,Ka-Yan Leung
2475,Hal Holbrook
2476,Roy Scheider
2477,Joan Collins
2478,Mel Blanc
2479,Luciano Pavarotti
2480,John Wintergate
2481,Tom Berenger
2482,Phoebe Cates
2483,Matt Lattanzi
2484,Randy Norton
2485,Graham Chapman
2486,Reb Brown
2487,Bonnie Bedelia
2488,Martin Yost
2489,Margot Kidder
2490,unknown
2491,Lance Guest
2492,John Getz
2493,Drew Barrymore
2494,Diane Keaton
2495,Lorenzo Lamas
2496,Karen Allen
2497,Reece Dinsdale
2498,Nick Mancuso
2499,Clu Gulager
2500,Danny Glover
2501,Griffin Dunne
2502,John Stockwell
2503,Stephen Geoffreys
2504,Robby Benson
2505,Kyle MacLachlan
2506,Michael Zorek
2507,Christopher Plummer
2508,William Petersen
2509,Melanie Kinnaman
2510,Lauren Hutton
2511,Cameron Dye
2512,James Whitmore
2513,Lenore Zann
2514,Judge Reinhold
2515,Coral Browne
2516,Fionnula Flanagan
2517,Denise Coward
2518,Peter Bland
2519,Nathalie Baye
2520,Sigourney Weaver
2521,Isabella Rossellini
2522,Crispin Glover
2523,Gary Oldman
2524,Erland Josephson
2525,Danny DeVito
2526,Marc Price
2527,Andrew Prine
2528,Mitchell Gaylord
2529,Martin Hewitt
2530,Dominique Michel
2531,Dexter Gordon
2532,Shari Shattuck
2533,Robert Sean Leonard
2534,Louise Fletcher
2535,Hume Cronyn
2536,Kim Basinger
2537,Stéphane Audran
2538,Denzel Washington
2539,Lane Smith
2540,Bill Cosby
2541,Martin Short
2542,John Malkovich
2543,Jason Gedrick
2544,Jodie Foster
2545,Rod Steiger
2546,Whip Hubley
2547,Fred Dryer
2548,Hitoshi Takagi
2549,Pat Hingle
2550,Bill Pullman
2551,James Le Gros
2552,Carl Weathers
2553,Forest Whitaker
2554,Shafiq Syed
2555,George Newbern
2556,Joanna Pacula
2557,Pete Postlethwaite
2558,Jodi Benson
2559,Pauline Collins
2560,Jensen Daggett
2561,Michael Murphy
2562,Tim Robbins
2563,Kiefer Sutherland
2564,Josef Sommer
2565,Alison Steadman
2566,George O'Hanlon
2567,Richard E. Grant
2568,Sarah Miles
2569,Frankie Avalon
2570,Lori Lethin
2571,Tami Erin
2572,John Glover
2573,Julian Sands
2574,Hossain Sabzian
2575,Morgan Freeman
2576,Keely Christian
2577,Louis Tripp
2578,Kirstie Alley
2579,Maribel Verdú
2580,Billy Campbell
2581,Joe Mantegna
2582,Barbara Sukowa
2583,Edith Meeks
2584,Vincent Spano
2585,Carlos Gallardo
2586,James Marshall
2587,Olivier Gruner
2588,Tate Donovan
2589,Daniel Schlachet
2590,Emmanuel Salinger
2591,Meg Ryan
2592,Robert John Burke
2593,Robert Wuhl
2594,Kate Maberly
2595,Angela Bassett
2596,Dominique Horwitz
2597,Tamlyn Tomita
2598,Uma Thurman
2599,Nu Yên-Khê Tran
2600,Rongguang Yu
2601,Derek Jarman
2602,Larry B. Scott
2603,Jacob Tierney
2604,Jim Carrey
2605,Luke Edwards
2606,Richard Attenborough
2607,Sihung Lung
2608,Kevin Spacey
2609,Taylor Nichols
2610,Lori Petty
2611,Julianne Moore
2612,Mark Rylance
2613,Joseph Mazzello
2614,Fanny Ardant
2615,Lili Taylor
2616,Steven Weber
2617,Aida Mohammadkhani
2618,Robin Tunney
2619,Billy Bob Thornton
2620,Philip Baker Hall
2621,Jeffrey Wright
2622,Jason Alexander
2623,David Schwimmer
2624,Jon Lovitz
2625,Daniel Bernhardt
2626,Illeana Douglas
2627,Junko Iwao
2628,Ben Affleck
2629,Liberto Rabal
2630,Jamie Foxx
2631,Miguel Ferrer
2632,Sophie Marceau
2633,Joshua Schaefer
2634,Sean Gullette
2635,Dave Chappelle
2636,Philippe Nahon
2637,Matthew Lillard
2638,Chow Yun-Fat
2639,Bodil Jørgensen
2640,Radha Mitchell
2641,Gillian Anderson
2642,Fernanda Montenegro
2643,Jay Mohr
2644,Thierry Lhermitte
2645,Rob Schneider
2646,Diane Lane
2647,Guillaume Depardieu
2648,Ray Winstone
2649,Emily Bergl
2650,Takehiro Murata
2651,Bonnie Root
2652,David Spade
2653,Jason Statham
2654,Emilio Echevarría
2655,Asia Argento
2656,Eric Bana
2657,Amanda Schull
2658,Andrew Philpot
2659,Philip Seymour Hoffman
2660,Delta Burke
2661,Peter Berg
2662,Larry Drake
2663,Antonio Banderas
2664,Thora Birch
2665,Jack Mulcahy
2666,Sarah Jessica Parker
2667,Samuel L. Jackson
2668,Theresa Randle
2669,Alex D. Linz
2670,Mel B
2671,Harland Williams
2672,Tony Chiu-Wai Leung
2673,Nien-Jen Wu
2674,Jack Black
2675,Jason Mewes
2676,John Cameron Mitchell
2677,Naseeruddin Shah
2678,Shane Brolly
2679,Shad Moss
2680,Nick Cannon
2681,Paddy Considine
2682,Jeremy Renner
2683,Blayne Weaver
2684,Choi Min-sik
2685,Chaney Kley
2686,Derek Richardson
2687,Kim Ki-duk
2688,Peter Dinklage
2689,Daniel Brühl
2690,Hilary Duff
2691,Vladimir Garin
2692,Michèle Caucheteux
2693,Joe Nicolo
2694,Corbin Allred
2695,Rémy Girard
2696,John Cho
2697,Tom Kenny
2698,Kenan Thompson
2699,Ziyi Zhang
2700,Catalina Sandino Moreno
2701,Vahina Giocante
2702,Abhishek Bachchan
2703,Shauna Macdonald
2704,Ioan Gruffudd
2705,Nathan Fillion
2706,Rachel McAdams
2707,Josh Hutcherson
2708,Karl Urban
2709,Nam-mi Kang
2710,David Strathairn
2711,Terrence Howard
2712,AnnaSophia Robb
2713,Rie Rasmussen
2714,John Hawkes
2715,Embeth Davidtz
2716,Ulrich Mühe
2717,Jesse Metcalfe
2718,Mitchel Musso
2719,David Alan Basche
2720,Karolina Gruszka
2721,Josh Duhamel
2722,John Cena
2723,Patrick Fugit
2724,Glenn Jacobs
2725,Oliver Driver
2726,Catherine O'Hara
2727,Brad Garrett
2728,Daniel Hansen
2729,Will Arnett
2730,Gabrielle Union
2731,Big Boi
2732,Robert Wisdom
2733,Kelly Reilly
2734,Mike Vogel
2735,Rainn Wilson
2736,Stuart Graham
2737,Josh Brolin
2738,Masahiro Motoki
2739,Matthew Goode
2740,Tamela J. Mann
2741,Sam Worthington
2742,Jesse Eisenberg
2743,Jared Padalecki
2744,Rain
2745,Carey Mulligan
2746,Sasha Grey
2747,Sean Patrick Flanery
2748,Zach Cregger
2749,Madeline Carroll
2750,Lee Byung-hun
2751,Chris Messina
2752,Will Adamsdale
2753,Won Bin
2754,Amanda Seyfried
2755,Chris Evans
2756,Kristen Wiig
2757,Henry Cavill
2758,Elle Fanning
2759,Taylor Lautner
2760,Gina Carano
2761,Rhys Ifans
2762,Taylor Schilling
2763,Julianne Hough
2764,Ashley Hinshaw
2765,Chase Williamson
2766,Vidya Balan
2767,Pål Sverre Hagen
2768,Stephen Dunham
2769,Alice Lowe
2770,Rashida Jones
2771,Jane Levy
2772,Chloë Grace Moretz
2773,Jaden Smith
2774,Kathryn Hahn
2775,Rose Byrne
2776,Amy Seimetz
2777,Tiger Hu Chen
2778,Jung-jae Lee
2779,Heather Sossaman
2780,Kaitlyn Dever
2781,Jake Johnson
2782,Elizabeth Banks
2783,David Rawle
2784,Ezra Miller
2785,Ajay Devgn
2786,Ranveer Singh
2787,Emilia Clarke
2788,Kim Min-hee
2789,Ben Schnetzer
2790,Elizabeth Reaser
2791,Erin Darke
2792,Matt Passmore
2793,Rosario Dawson
2794,Douglas Booth
2795,Callum Turner
2796,Kim Ok-bin
2797,Olivia Colman
2798,Sunny Suljic
2799,Lucy Hale
2800,Mamie Gummer
2801,Taylor Russell
2802,Noémie Merlant
2803,Zack Gottsagen
2804,Chloe Bennet
2805,Ma Dong-seok
2806,Caylee Cowan
2807,Marcel Ruiz
2808,Melanie Martinez
2809,Kartik Aaryan
2810,Matt Henry
2811,Vidyut Jammwal
2812,Ryu Jun-Yeol
2813,Arjun Kapoor
2814,Augie Tulba
2815,Nicky Whelan
2816,Queen Latifah
2817,Justin Chatwin
2818,Michael Shannon
2819,Julian Barratt
